Text,Location,Latitude,Longitude,Label,Language,Language_ID
கடலோர குடியிருப்பாளர்கள் சுனாமி பாதுகாப்பைக் கற்றுக்கொள்கிறார்கள்.,Ganpatipule,17.1458,73.2707,2,tn,3.0
உள்ளூர் கஃபேயில் நண்பர்கள் சாய் அருந்தி சிரிக்கிறார்கள்.,Chennai,13.0827,80.2707,0,tn,3.0
സുനാമി എല്ലാം എടുക്കുന്നത് കണ്ട് കണ്ണിൽ കണ്ണുനീർ.,Goa,15.4909,73.8278,2,ml,2.0
International experts assisting tsunami recovery.,Trivandrum,8.5241,76.9366,2,en,0.0
कोई उचित देखभाल न होने के कारण यहाँ बहुत जान-माल का नुकसान हुआ है।,Chennai,13.0827,80.2707,1,hi,1.0
सुनामी स्मारक पार्क की योजना।,Jammu,32.7266,74.857,2,hi,1.0
மெரினா கடற்கரை உணவு கடைகளை குடும்பங்கள் ரசிக்கின்றன.,Chennai,13.0827,80.2707,0,tn,3.0
கடல் கண்காணிப்பு மிதவைகள் சுனாமி திறனைக் கண்டறிகின்றன.,Yanam,16.7333,82.2167,2,tn,3.0
വെള്ളപ്പൊക്കം ബാധിച്ച ഗ്രാമങ്ങളിലേക്ക് ദുരിതാശ്വാസ ട്രക്കുകൾ സാധനങ്ങൾ എത്തിക്കുന്നു.,Ahmedabad,23.0225,72.5714,1,ml,2.0
സുനാമി തിരകൾ ചരിത്രപരമായ സ്ഥലങ്ങൾക്ക് നാശനഷ്ടം വരുത്തി.,Agra,27.1767,78.0081,2,ml,2.0
வெள்ள பதிலளிப்புக்கு சர்வதேச உதவி கோரப்பட்டுள்ளது.,Kolkata,22.5726,88.3639,1,tn,3.0
முதியவர்கள் கடலை நோக்கி யோகா செய்கிறார்கள்.,Visakhapatnam,17.6868,83.2185,0,tn,3.0
बाढ़ पीड़ितों के लिए अस्थायी आवास की व्यवस्था।,Beed,18.9894,75.7522,1,hi,1.0
स्कूल सुनामी सुरक्षा प्रोटोकॉल सिखा रहे हैं।,Indore,22.7196,75.8577,2,hi,1.0
"बाहर निकलने से डर लग रहा है, बाढ़ बढ़ रही है।",Nagpur,21.1458,79.0882,1,hi,1.0
People are stranded on rooftops because of the flood.,Varanasi,25.3176,82.9739,1,en,0.0
முறையான கவனிப்பு இல்லாததால் இங்கு ஏராளமான உயிரிழப்புகள் ஏற்பட்டுள்ளன.,Chennai,13.0827,80.2707,1,tn,3.0
വർണ്ണാഭമായ ദീപാവലി ലൈറ്റ് ഷോകളിൽ പങ്കെടുക്കുന്ന കുടുംബങ്ങൾ.,Ahmedabad,23.0225,72.5714,0,ml,2.0
வெள்ளக் காட்சிகள் கடற்கரை முழுவதும் பேரழிவைக் காட்டுகின்றன.,Ahmedabad,23.0225,72.5714,1,tn,3.0
एक स्थानीय समुद्र तट उत्सव के दौरान नृत्य करते लोग।,Cuddalore,11.75,79.75,0,hi,1.0
Authorities confirm tsunami making landfall.,Puducherry,11.9416,79.8083,2,en,0.0
एक नदी किनारे कैफे में शांतिपूर्ण रात के खाने का आनंद लेते जोड़े।,Patiala,30.3398,76.3869,0,hi,1.0
मेरी आँखों में आँसू हैं क्योंकि सुनामी सब कुछ ले जा रही है।,Goa,15.4909,73.8278,2,hi,1.0
नवरात्रि गरबा के दौरान खुशी से नृत्य करते लोग।,Mumbai,18.975,72.8258,0,hi,1.0
एक नदी किनारे रेस्तरां में कैंडललाइट डिनर का आनंद लेते जोड़े।,Nagpur,21.1458,79.0882,0,hi,1.0
बाढ़ के बाद तटीय कटाव का अध्ययन।,Mumbai,18.975,72.8258,1,hi,1.0
Tsunami early warning system activated.,Nagapattinam,10.763,79.8449,2,en,0.0
Tsunami disaster response protocols updated.,Gopalpur,19.2833,84.9167,2,en,0.0
Rescuers carrying elderly through floodwaters.,Bhubaneswar,20.2961,85.8245,1,en,0.0
உள்ளூர் திருவிழாவில் மக்கள் ஒடியா உணவு வகைகளை ரசிக்கிறார்கள்.,Bhubaneswar,20.2961,85.8245,0,tn,3.0
കടലിൽ ഡോൾഫിനുകളെ കാണാനുള്ള യാത്രകൾ ആസ്വദിക്കുന്ന വിനോദസഞ്ചാരികൾ.,Gopalpur,19.2833,84.9167,0,ml,2.0
சுனாமிக்குப் பிறகு கடலோர கிராமங்கள் நிரந்தரமாக மாற்றப்பட்டன.,Vadodara,22.3072,73.1812,2,tn,3.0
சாலையோர கடையில் நண்பர்கள் பானி பூரி ரசிக்கிறார்கள்.,Thane,19.2183,72.9781,0,tn,3.0
"बारिश के कारण गंभीर बाढ़ आई है, हज़ारों लोग बिजली के बिना हैं।",Nagpur,21.1458,79.0882,1,hi,1.0
"சுனாமி பாலங்களை இடித்து, உதவியைத் தடுக்கிறது.",Kakinada,16.989,82.24,2,tn,3.0
"कभी नहीं देखा कि सड़कें इतनी तेज़ी से नदियों में बदल गईं, हर जगह बाढ़।",Indore,22.7196,75.8577,1,hi,1.0
കടൽത്തീരത്തിനടുത്ത് വർണ്ണാഭമായ വളകൾ വിൽക്കുന്ന പ്രാദേശിക കച്ചവടക്കാർ.,Mandarmani,21.65,87.7167,0,ml,2.0
വെള്ളപ്പൊക്ക ദുരന്തത്തിന് ശേഷം രാജ്യങ്ങൾ സഹായം വാഗ്ദാനം ചെയ്യുന്നു.,Thane,19.2183,72.9781,1,ml,2.0
കടൽത്തീരത്ത് സൂര്യാസ്തമയ കാഴ്ചകൾ ആസ്വദിക്കുന്ന കുടുംബങ്ങൾ.,Kozhikode,11.2588,75.7804,0,ml,2.0
உயர்ந்து வரும் நீர் மட்டம் பெருமளவில் மக்களை வெளியேற்ற கட்டாயப்படுத்துகிறது.,Sindhudurg,16.0,73.6667,1,tn,3.0
Surfers enjoying the high waves on a bright day.,Kanyakumari,8.0883,77.5385,0,en,0.0
வெள்ள காப்பீட்டுக் கோரிக்கைகளை செயலாக்குவது நடந்து வருகிறது.,Bidar,17.913,77.53,1,tn,3.0
सुनामी चेतावनी अभ्यास नियमित रूप से आयोजित।,Malpe,13.3667,74.7167,2,hi,1.0
Tsunami survivor support groups formed.,Dehradun,30.3165,78.0322,2,en,0.0
കടൽത്തീരത്ത് വോളിബോൾ ടൂർണമെന്റ് ആസ്വദിക്കുന്ന സുഹൃത്തുക്കൾ.,Digha,21.6278,87.5078,0,ml,2.0
கரைக்கு அருகில் தெரு கலைஞர்கள் கூட்டத்தினரை மகிழ்விக்கிறார்கள்.,Kakinada,16.9891,82.2475,0,tn,3.0
சுனாமி பலி எண்ணிக்கை தொடர்ந்து அதிகரித்து வருகிறது.,Gopalpur,19.2833,84.9167,2,tn,3.0
നഗരത്തിലെ ഉത്സവത്തിനിടെ ചുവർചിത്രങ്ങൾ വരയ്ക്കുന്ന കുട്ടികൾ.,Patiala,30.3398,76.3869,0,ml,2.0
வெள்ளத்திற்குப் பிறகு வீடுகள் நீரில் மூழ்கியுள்ள புகைப்படங்கள் காட்டுகின்றன.,Mumbai,18.975,72.8258,1,tn,3.0
सुरक्षा गियर के साथ जल क्रीड़ा का आनंद लेते पर्यटक।,Karwar,14.8136,74.1297,0,hi,1.0
காலையில் அமைதியான கடற்கரை ஓரம் ஓட்டப்பந்தய வீரர்கள் ஓடுகிறார்கள்.,Trivandrum,8.5241,76.9366,0,tn,3.0
बाढ़ से पुल बह गए।,Varanasi,25.3176,82.9739,1,hi,1.0
இரவு சந்தையில் மக்கள் தெரு உணவுகளை சுவைத்து மகிழ்கிறார்கள்.,Surat,21.1702,72.8311,0,tn,3.0
നഗരത്തിലെ ഷോപ്പിംഗ് മേളയിൽ കിഴിവുകൾ ആസ്വദിക്കുന്ന ആളുകൾ.,Patiala,30.3398,76.3869,0,ml,2.0
बाढ़ के बाद जल निकासी व्यवस्था में सुधार।,Kolkata,22.5726,88.3639,1,hi,1.0
Tsunami memorial unveiled for victims.,Daman,20.3974,72.8311,2,en,0.0
வெயில் நாளில் தாவரவியல் பூங்காவில் தம்பதிகள் ஓய்வெடுக்கிறார்கள்.,Thane,19.2183,72.9781,0,tn,3.0
Families enjoying a cultural parade together.,Mumbai,18.975,72.8258,0,en,0.0
Major flood alert issued after river breach.,Kolkata,22.5726,88.3639,1,en,0.0
சுனாமி அலைகள் முன் எப்போதும் இல்லாத உயரத்தை எட்டுகின்றன.,Mangalore,12.9141,74.856,2,tn,3.0
Shelters are filling up with flood victims.,Raipur,21.2514,81.6296,1,en,0.0
ഒന്നിലധികം സുനാമി തിരകൾ തീരദേശത്ത് ആഞ്ഞടിക്കുന്നു.,Port Blair,11.6234,92.7465,2,ml,2.0
Children laughing while playing football on the sand.,Bekal,12.39,75.034,0,en,0.0
பள்ளிப் பயண குழந்தைகள் கடற்காற்றை ரசிக்கிறார்கள்.,Ganpatipule,17.1458,73.2707,0,tn,3.0
താഴ്ന്ന വെള്ളപ്പൊക്ക സാധ്യതയുള്ള പ്രദേശങ്ങളിൽ നിന്ന് താമസക്കാരെ ഒഴിപ്പിച്ചു.,Shimla,31.1048,77.1734,1,ml,2.0
ആവേശത്തോടെ തിരമാലകളെ പിടിക്കാൻ ഓടുന്ന കുട്ടികൾ.,Kanyakumari,8.0883,77.5385,0,ml,2.0
Friends enjoying live street music performances.,Nagpur,21.1458,79.0882,0,en,0.0
अचानक आई सुनामी के कारण नावें बह गईं।,Chennai,13.0827,80.2707,2,hi,1.0
"தண்ணீர் வேகமாக உயர்வதைப் பார்க்கிறேன், சுனாமி வந்துவிட்டது.",Veraval,20.915,70.3667,2,tn,3.0
வெள்ளம் எங்கள் பயிர்களை அழித்துள்ளது.,Lucknow,26.8467,80.9462,1,tn,3.0
बचावकर्मी बाढ़ के पानी से बुज़ुर्गों को ले जा रहे हैं।,Bhubaneswar,20.2961,85.8245,1,hi,1.0
கடற்கரையில் குழந்தைகள் மணல் கோட்டைகளை உருவாக்குகிறார்கள்.,Daman,20.3974,72.8311,0,tn,3.0
Relief camps filling up after tsunami strike.,Visakhapatnam,17.7041,83.2977,2,en,0.0
